,username,following,followers,totaltweets,retweetcount,retweeters
679,Vidrinath,157,14,90,2,"['Walker35031171', 'TOEwithCurt']"
680,CorinaObertas,2962,3774,42660,0,[]
681,Zakias999,1443,1361,8222,36,"['PEPATTH', 'PLAYROOCardGame', 'Produszen', 'G0KUZAMA', 'mxcstories23', 'tawan__s', 'Heartle74884145', 'natpong_k', 'nft_xpanda', 'thxspii', 'OneeChan_NFT', 'Ployrua', 'aaaphiwattt', 'sunya119', 'Midsignn17', 'BASTIZZ2', 'AethurGallery', 'SimonKNFT', 'BaifsasiNFT', 'galaxiux']"
682,WendyLite4one,4964,1892,39956,0,[]
683,paresh1c,156,373,893,0,[]
684,MyobuFTW,204,148,1263,0,[]
685,UFOheaven,2186,5105,65483,0,[]
686,ChillzTV,614,2158,3209,0,[]
687,earthallies,1019,2607,5052,6,"['magnoliamaverik', 'sik249', 'spoolflow', 'AnAlienInvasion', 'DonaldPanza', 'amy_hamm100']"
688,MyobuFTW,204,148,1263,2,"['jazzyboiboi', 'tqh3e788fc']"
689,SteveSalter48,680,237,8844,0,[]
690,CITDConference,1767,10741,6990,1,['greer_flare']
691,CITDConference,1767,10741,6990,1,['WendyLite4one']
692,CITDConference,1767,10741,6990,2,"['Dragongirl341', 'firstshowing']"
693,CITDConference,1767,10741,6990,2,"['Dragongirl341', 'firstshowing']"
694,BLACKEAGLE34,2856,499,2815,0,[]
695,CITDConference,1767,10741,6990,1,['greer_flare']
696,CITDConference,1767,10741,6990,2,"['phoenix078', 'WendyLite4one']"
697,CITDConference,1767,10741,6990,2,"['phoenix078', 'WendyLite4one']"
698,CITDConference,1767,10741,6990,1,['WendyLite4one']
699,WendyLite4one,4964,1892,39956,1,['The_Cosmic_Web_']
700,UfoHuntersCom,146,23037,68043,2,"['Jasonmcc5150', 'kanonv03']"
701,Hoo_exchange,570,99253,1733,18,"['ntiendung2909', 'DiepBaoky1', 'JohnnyCrypto51', 'UFOPredator51', 'Innes51089048', 'Glekisobran', 'Alya64853953', 'mdhengy', 'trademywheels', 'LorettaMavros', 'Shakeel2278741', 'RahulNa15802522', 'Basar98047568', 'kobirtg1', 'MdHasan96893978', 'DulalAli54', 'Vinaydular']"
702,CITDConference,1767,10741,6990,2,"['phoenix078', 'WendyLite4one']"
703,WendyLite4one,4964,1892,39956,1,['The_Cosmic_Web_']
704,ufouapam,793,9777,11742,324,"['9egoo', 'thinkingonthc', 'GaryHolzschuh', 'SaidFaraj14', 'WildSlunksauce', 'castlehao19', 'ComeEdge', 'SecretTortoise', 'teenypeenyshow', 'AilsaForshaw', 'HPoskocilova', 'Adam15869891', 'PendragonAtlas', 'Joeypilkington1', 'BennyHopeXx', 'Blanc07Michel', '__BrownEyesRock']"
705,MyobuFTW,204,148,1263,0,[]
706,GBHolley1,3421,3284,32212,6,"['JuanPab79717650', 'PaulaSlade', 'IARTG', 'ladydaffodil', 'DerrickRBickley', 'CarlaLobosco']"
707,hollywoodufos,86,9126,9044,13,"['hollywoodufos', 'chrisfrench83', 'DBAY55231821', 'Stardog97', 'JackieZabel', 'MovieSmackdown', 'BryceZabel', 'kundunnaochan', 'ANewsTweeter', 'UAP_Topic', 'cbmohan2', 'IWANTTOKNOWUK', 'DavidBWriter']"
708,dirkxink,841,551,825,0,[]
709,ufouapam,793,9777,11742,324,"['9egoo', 'thinkingonthc', 'GaryHolzschuh', 'SaidFaraj14', 'WildSlunksauce', 'castlehao19', 'ComeEdge', 'SecretTortoise', 'teenypeenyshow', 'AilsaForshaw', 'HPoskocilova', 'Adam15869891', 'PendragonAtlas', 'Joeypilkington1', 'BennyHopeXx', 'Blanc07Michel', '__BrownEyesRock']"
710,djdeansherry,4997,3724,30102,3,"['PHEVERTV', 'CallisonLinda']"
711,earthallies,1019,2608,5052,10,"['Ciaitea', 'AnAlienInvasion', 'WORLDUFOGROUP', 'maraplanetmaven', 'TheOinGod', 'sik249', 'Paradicsom9', 'spoolflow', 'amy_hamm100', 'DonaldPanza']"
712,earthallies,1019,2608,5052,9,"['Bewareofignora1', 'ulrikeclarke', 'Ciaitea', 'moijelol', 'RosaMuratore', 'spoolflow', 'sik249', 'AnAlienInvasion', 'amy_hamm100']"
713,Hoo_exchange,570,99253,1733,18,"['ntiendung2909', 'DiepBaoky1', 'JohnnyCrypto51', 'UFOPredator51', 'Innes51089048', 'Glekisobran', 'Alya64853953', 'mdhengy', 'trademywheels', 'LorettaMavros', 'Shakeel2278741', 'RahulNa15802522', 'Basar98047568', 'kobirtg1', 'MdHasan96893978', 'DulalAli54', 'Vinaydular']"
714,MyobuFTW,204,148,1263,0,[]
715,Hoo_exchange,570,99253,1733,18,"['ntiendung2909', 'DiepBaoky1', 'JohnnyCrypto51', 'UFOPredator51', 'Innes51089048', 'Glekisobran', 'Alya64853953', 'mdhengy', 'trademywheels', 'LorettaMavros', 'Shakeel2278741', 'RahulNa15802522', 'Basar98047568', 'kobirtg1', 'MdHasan96893978', 'DulalAli54', 'Vinaydular']"
716,updatesgalactic,1912,1023,8169,2,"['AChannelings', 'AgentVault']"
717,AndyByrne68,5001,1332,10118,0,[]
718,GBHolley1,3421,3284,32212,6,"['JuanPab79717650', 'PaulaSlade', 'IARTG', 'ladydaffodil', 'DerrickRBickley', 'CarlaLobosco']"
719,armchairtweets,362,1400,8672,0,[]
720,OHRHAHRHO,69,5,11,0,[]
721,GBHolley1,3421,3284,32212,6,"['JuanPab79717650', 'PaulaSlade', 'IARTG', 'ladydaffodil', 'DerrickRBickley', 'CarlaLobosco']"
722,earthallies,1019,2608,5052,9,"['Bewareofignora1', 'ulrikeclarke', 'Ciaitea', 'moijelol', 'RosaMuratore', 'spoolflow', 'sik249', 'AnAlienInvasion', 'amy_hamm100']"
723,dougthecoach,1577,961,24087,0,[]
724,GBHolley1,3421,3284,32212,6,"['JuanPab79717650', 'PaulaSlade', 'IARTG', 'ladydaffodil', 'DerrickRBickley', 'CarlaLobosco']"
725,JChurchRadio,94,40459,38490,11,"['CaineroMirella', 'cliffjenke', 'theufosecret', 'Bri_153', 'curiosusmentis', 'DDoneau', 'BenjIMightB', 'TrtomR', 'iDadeMurphy', 'mtloatm', 'Eyes_OnTheSkies']"
726,GBHolley1,3421,3284,32212,6,"['JuanPab79717650', 'PaulaSlade', 'IARTG', 'ladydaffodil', 'DerrickRBickley', 'CarlaLobosco']"
727,TheUndeadGaucho,2938,4667,13436,97,"['RevJamesJones', 'Pres_Mubarak', 'FranMaldo6', 'njohan', 'photonspectra1', 'Schoolcraft420', 'the_realist2311', 'lucyskye318', 'JamesPr65703236', 'savvy71220', 'CXMANXC', 'UArqueology', 'CMetaphor', 'TheUndeadGaucho', 'Enox_3', 'ThatTSQkiD', 'B1GJohnson61', 'NinaWel69810699']"
728,GBHolley1,3421,3284,32212,1,['BoggyCreekBeast']
729,ColdDeepest,3174,2249,3062,20,"['LGTWOsupport', 'canycanscancans', 'mrcjgofficial', 'theretweetermag', 'robleamusic', 'TrioMinutes', 'GregArthmer', 'PSilvervoodoos', 'TheUPoet', 'ClareEstelle', 'mscharleyyoung', 'LGTWOLinkDrop', '_lgtwo', 'potparallel', 'DiamondLounge6', 'LucasLumic', 'samanthaT467', 'beckman_jay', 'pablolarosaxo', 'crabb_jim']"
730,ColdDeepest,3174,2249,3062,20,"['LGTWOsupport', 'canycanscancans', 'mrcjgofficial', 'theretweetermag', 'robleamusic', 'TrioMinutes', 'GregArthmer', 'PSilvervoodoos', 'TheUPoet', 'ClareEstelle', 'mscharleyyoung', 'LGTWOLinkDrop', '_lgtwo', 'potparallel', 'DiamondLounge6', 'LucasLumic', 'samanthaT467', 'beckman_jay', 'pablolarosaxo', 'crabb_jim']"
731,iUFOSightings,0,189,2163,1,['Reamce1']
732,dawsonframes,247,204,1114,0,[]
733,AlienMetals,123,1259,638,3,"['DonaldLeggatt', 'yellowjerseypr', 'Upside20201']"
734,DavidBWriter,3819,3655,46637,4,"['MovieSmackdown', 'BryceZabel', 'hollywoodufos', 'thaxter']"
735,darkjournalist,886,22179,16817,21,"['aka_brandyrenee', 'georgieosi', 'paul_hollister', 'KatherineCatin1', 'JamieWalker123_', 'AliceinNC', 'zhaba2374', 'MikeMtk63', 'JBozinko', 'adventure145', 'PIANORAMA', 'joedimagg', 'PeaceOnEarth222', 'joseph_strogish', 'Ggnhaatty22', 'FranceskiBarnes', 'Elysian70833145', 'sandraf04397162', 'ArtAlienTV', 'maryhope8']"
736,prestonjong,215,92,473,1,['VrRetweeter']
737,Zakias999,1443,1361,8222,36,"['PEPATTH', 'PLAYROOCardGame', 'Produszen', 'G0KUZAMA', 'mxcstories23', 'tawan__s', 'Heartle74884145', 'natpong_k', 'nft_xpanda', 'thxspii', 'OneeChan_NFT', 'Ployrua', 'aaaphiwattt', 'sunya119', 'Midsignn17', 'BASTIZZ2', 'AethurGallery', 'SimonKNFT', 'BaifsasiNFT', 'galaxiux']"
738,TESA_Canada,6,65,448,2,"['CeeCee13802187', 'mpit2008']"
739,JChurchRadio,94,40459,38490,6,"['AncientUFOGTA', 'brandon_camara', 'Jorju5', 'Dovehotep', 'JohnP_Edwards']"
740,Bigwowdice,12449,11744,8980,7,"['AncientUFOGTA', 'elmo7509', '2of10photo', 'JKARLOZVL', 'nascarfan1599', 'StormHour']"
741,UfoHuntersCom,146,23030,68043,2,"['kanonv03', 'Jasonmcc5150']"
742,AlienMetals,123,1259,638,3,"['DonaldLeggatt', 'yellowjerseypr', 'Upside20201']"
743,TheSkateCase,216,153,235,0,[]
744,AlienMetals,123,1259,638,3,"['DonaldLeggatt', 'yellowjerseypr', 'Upside20201']"
745,prestonjong,215,92,473,1,['VrRetweeter']
746,keithrpillow,2000,2514,59663,0,[]
747,TheSkateCase,216,153,235,0,[]
748,TheZignal,494,6946,17557,4,"['AnnaWhitty2', 'markyoboyle', 'TheUndeadGaucho', 'mpit2008']"
749,sisc_daily,101,193,4542,0,[]
750,DarkSKYFiles,886,393,2956,0,[]
751,Munook,139,471,12991,6,"['AsmuntPeter', 'libby67551236', 'LandOfMinnesota', 'vivek55170964', 'Thorodinson76']"
752,justmyvideos,355,536,5158,1,['mpit2008']
753,tinyklaus,538,555,3859,1,['mpit2008']
754,Zakias999,1443,1361,8222,36,"['PEPATTH', 'PLAYROOCardGame', 'Produszen', 'G0KUZAMA', 'mxcstories23', 'tawan__s', 'Heartle74884145', 'natpong_k', 'nft_xpanda', 'thxspii', 'OneeChan_NFT', 'Ployrua', 'aaaphiwattt', 'sunya119', 'Midsignn17', 'BASTIZZ2', 'AethurGallery', 'SimonKNFT', 'BaifsasiNFT', 'galaxiux']"
755,MarianRudnyk,1175,2096,5697,1,['RockyinTX']
756,MarianRudnyk,1175,2096,5697,1,['RockyinTX']
757,justmyvideos,355,536,5158,1,['mpit2008']
758,JDeFaZ13,1300,524,2496,1,['Dazed______']
759,thomaslfessler,431,1011,4887,5,"['TheOutThere2016', 'Pewpew841', 'greer_flare', 'UAPmike']"
760,JDeFaZ13,1300,524,2496,1,['Dazed______']
761,Pinpokalypse,4914,1024,315,0,[]
762,GamesSn50,654,1211,91,4,"['GamebotIndie', 'MetroidvaniaBot', 'SimonSn50', 'kaboor126']"
763,tinyklaus,538,555,3859,1,['mpit2008']
764,GamesSn50,654,1211,91,4,"['GamebotIndie', 'MetroidvaniaBot', 'SimonSn50', 'kaboor126']"
765,TheUndeadGaucho,2938,4668,13436,14,"['Pres_Mubarak', '71Fessy', 'TheSwede1775', 'Manning123Sm', 'Lynda_Katerra', 'morrin81', 'Julesofthwood', 'Anbhigya1', 'galanvazquez']"
766,TFSNetworks,118,33,1121,0,[]
767,TheUndeadGaucho,2938,4668,13436,97,"['RevJamesJones', 'Pres_Mubarak', 'FranMaldo6', 'njohan', 'photonspectra1', 'Schoolcraft420', 'the_realist2311', 'lucyskye318', 'JamesPr65703236', 'savvy71220', 'CXMANXC', 'UArqueology', 'CMetaphor', 'TheUndeadGaucho', 'Enox_3', 'ThatTSQkiD', 'B1GJohnson61', 'NinaWel69810699']"
768,Zakias999,1443,1361,8222,36,"['PEPATTH', 'PLAYROOCardGame', 'Produszen', 'G0KUZAMA', 'mxcstories23', 'tawan__s', 'Heartle74884145', 'natpong_k', 'nft_xpanda', 'thxspii', 'OneeChan_NFT', 'Ployrua', 'aaaphiwattt', 'sunya119', 'Midsignn17', 'BASTIZZ2', 'AethurGallery', 'SimonKNFT', 'BaifsasiNFT', 'galaxiux']"
769,Munook,139,471,12991,6,"['AsmuntPeter', 'libby67551236', 'LandOfMinnesota', 'vivek55170964', 'Thorodinson76']"
770,wefullnow,1277,623,5349,0,[]
771,Vidrinath,157,14,90,2,"['Walker35031171', 'TOEwithCurt']"
772,HeedTheWorld_RS,64,438,3033,1,['mpit2008']
773,HeedTheWorld_RS,64,438,3033,1,['mpit2008']
774,TESA_Canada,6,65,448,2,"['CeeCee13802187', 'mpit2008']"
775,proactive_UK,2922,23174,124192,1,['AlienMetals']
776,VOXmarkets,1485,11779,21052,1,['AlienMetals']
777,CCrusaderKnight,1176,81,2583,0,[]
778,BralessGold,2215,103,8943,0,[]
779,Zakias999,1443,1361,8222,36,"['PEPATTH', 'PLAYROOCardGame', 'Produszen', 'G0KUZAMA', 'mxcstories23', 'tawan__s', 'Heartle74884145', 'natpong_k', 'nft_xpanda', 'thxspii', 'OneeChan_NFT', 'Ployrua', 'aaaphiwattt', 'sunya119', 'Midsignn17', 'BASTIZZ2', 'AethurGallery', 'SimonKNFT', 'BaifsasiNFT', 'galaxiux']"
780,HeedTheWorld_RS,64,438,3033,1,['mpit2008']
781,UAPMediaHub,1458,1219,2579,0,[]
782,HeedTheWorld_RS,64,438,3033,1,['mpit2008']
783,TESA_Canada,6,65,448,2,"['CeeCee13802187', 'mpit2008']"
784,Mymoscovium115,422,471,80,2,"['GODS0N10', 'Jonero04']"
785,saintmicah7,10,10,561,0,[]
786,CryptoSlimer,13427,34979,53634,28,"['ReGamertron', 'AndromedaZevs', 'CryptoPhinatic', 'ZihinbazO', 'UFOGAMING_ARMY', 'RmsRms77s', 'ms01002', 'trademywheels', 'UFogers', 'kryptobakterium', 'LoneWhiteWolFFF', 'Dazed______', 'IDeeIKs', 'SnailBearBull', 'wangyaoyao14', 'UFOPredator51', 'Raphael79911105', 'Mikhai74861336', 'mrventuresnft']"
787,Zakias999,1443,1361,8222,36,"['PEPATTH', 'PLAYROOCardGame', 'Produszen', 'G0KUZAMA', 'mxcstories23', 'tawan__s', 'Heartle74884145', 'natpong_k', 'nft_xpanda', 'thxspii', 'OneeChan_NFT', 'Ployrua', 'aaaphiwattt', 'sunya119', 'Midsignn17', 'BASTIZZ2', 'AethurGallery', 'SimonKNFT', 'BaifsasiNFT', 'galaxiux']"
