,username,following,followers,totaltweets,retweetcount,retweeters
38,fgautier26,380,64178,33425,89,"['Sunnysingha10', 'NN1234TS', 'amitydv143', 'BeingVEGAN1', 'bcnyus', 'DajjalKumar', 'AIOISOIA', 'rajshreepurohi3', 'AirIndianpilot', 'TankRavi', 'KriyaYoga108', 'Rana33346046', 'jp06677', 'Tanmantray', 'MajiDevDutta', '_saipaw', 'ShriRam2037', 'Param_Nand']"
39,Dhrubojyoti_CS,69,83,9263,0,[]
40,MishraJ19872046,230,207,24535,0,[]
41,Mamatha93032784,58,174,748,1,['Mamatha93032784']
42,kingbe1146_,301,218,265,9,"['Umeshmahalik4', 'Dileepkumar2346', 'lokeshBangaram', '_MouliMurali', 'abdiratcult', 'ViratRC18', '_RAmesh_R13', 'vijaypvkb_', 'dineshkohlifan']"
43,SportzFirst,284,652,27562,4,"['AshishSinghSh12', 'BiplabR56933456', 'comrade_knock', 'mubashirtweets']"
44,sheery394,10,4,180,0,[]
45,slogantagsz5,1186,159,1548,0,[]
46,hidingfromknown,19,11,349,1,['I_Tweet_Cricket']
47,sheery394,10,4,180,0,[]
48,iphonised,1090,115,10898,0,[]
49,Rajeshk08036124,400,10808,221145,19,"['Krishan96384736', 'LaxmanS27950861', 'MeghRaj85974821', 'MukeshD63957404', 'Gudi13297769', 'DasKarnail', 'AshokDa09601003', 'ramishwar_', 'Radha51665248', 'SonuDassmanish1', 'RenuKansal8', 'kumarshiv847', 'Bulbul_khatak', 'sharu_das', '_SatendraRajput', 'Rajeshk08036124', 'ratanlal_suman', 'aniljangra29']"
50,rohitdalal307,5,0,6,0,[]
51,Rajeshk08036124,400,10808,221145,15,"['Krishan96384736', 'MeghRaj85974821', 'BachanSinghMa11', '_SatendraRajput', 'VijayMundhara3', 'Priyank61328881', 'Ujjwaltyagi99', 'kumarshiv847', 'Bulbul_khatak', 'ramkishan_das2', 'Santram39999274', 'NareshS38873534', 'Shivani81583986', 'Rajeshk08036124', 'SurajKu75745338']"
52,wayne_agard,33,22,263,0,[]
