,username,following,followers,totaltweets,retweetcount,retweeters
533,alicerauthor,6089,7804,116191,86,"['alhanda', 'MichelleRoseG33', 'paul_cude', 'ejlazar', 'KyleCanonAuthor', 'sukeji_handa', 'WilliamBWorthy', 'Authorjpdowning', 'anglrsg9', 'DeeSKnight', 'zelly309', 'LindaOConnor98', 'skwhite2020', 'steven_arnett', 'edjlazar', 'carrie11334740', 'MantisK', 'paul_cude', 'lawrence_wray', 'CampbellGibby']"
534,METROCharity,2228,4685,13081,0,[]
535,lgbtfriend,1440,11387,13554,1,['livkiera']
536,NoellaYoshino,1000,1867,10520,6,"['NoellaYoshino', 'kuramekira', 'renpona', 'Noberg4', 'artistsgrim', 'DaiyouseiChan']"
537,DGNofficial_,425,627,1815,9,"['EntwifeXP', 'theymerSophie', 'Noomoid', 'KaraGetlevog', 'cyrusinitaly', 'HamishHallett', 'They_Bogle', 'DerSchilderich', 'JackStreet01']"
538,LeeLovesCats1,0,0,8,1,['botmutual']
539,XLGBTQCOIN,8,2024,70,142,"['LongasaGrace', 'vlicoach14', 'Luke71917957', 'OHKA350', 'AlavaJhonan', 'xckiel', 'Dmitry_Kovach', 'Thepalepastel', 'aria_wintle', 'vtuskan', 'mario82256825', 'JennilynFlore18', 'JennycaTelan', 'falan_luthers', 'swimfun_207', 'Kelcia68709879', 'midnytstormcoin', 'CarbajosaWarren', '950mJ3QSuxVxErs', 'AMMCrypto']"
540,tradigiart,25,373,1349,5,"['Theo_Rose_', 'BBMC_Beams', 'fivebyfives', 'Ace_of_Crows', 'bondeyeboiz']"
541,thejoshuablog,2802,6418,574872,2,"['thejoshuablog', 'thejoshuablogs']"
542,radioreverb,1635,9681,24994,0,[]
543,stephen_petrus,1878,886,2691,4,"['richardli1945', 'Dromm25', 'LaGuardiaWagner', 'CiegoSoraya']"
544,EqualityFed,1173,3967,9252,2,"['ACLUSouthDakota', 'DanRafter']"
545,SHOPonSHOP1,195,265,5676,2,"['FenixForever5', 'badgurlxoxo']"
546,Raymond_Norman,42394,52583,1398663,24,"['CaudaFree', 'Raymond_Norman', 'Raymond_Norman', 'Raymond_Norman', 'Raymond_Norman', 'Raymond_Norman', 'squawk7kdotnet', 'StorySpirit4U', 'Raymond_Norman', 'persimew', 'Raymond_Norman', 'Raymond_Norman', 'Raymond_Norman', 'SuperSoftKnits', 'relics04', 'Raymond_Norman', 'UJJALHA41067774', 'TwitrPartner', 'BetteAStevens', 'vicky_whedbee']"
547,ghostofbird,1465,1773,6722,172,"['molina_elorza', 'humanwords_', 'NuttlyR', 'froggienana', 'RobossieAuthor', 'RaeFae4', 'KruseGowerWrite', 'SuperStacey318', 'humanwords_', 'ZenobiaBubb', 'SuperSoftKnits', 'Raymond_Norman', 'MarkAnthonySm16', 'MainChannel_', 'humanwords_', 'TwitrPartner', 'AuthorCn', 'tonykelsey', 'BookSpotlight', 'b_fox1989']"
548,Raymond_Norman,42394,52583,1398663,24,"['CaudaFree', 'Raymond_Norman', 'Raymond_Norman', 'Raymond_Norman', 'Raymond_Norman', 'Raymond_Norman', 'squawk7kdotnet', 'StorySpirit4U', 'Raymond_Norman', 'persimew', 'Raymond_Norman', 'Raymond_Norman', 'Raymond_Norman', 'SuperSoftKnits', 'relics04', 'Raymond_Norman', 'UJJALHA41067774', 'TwitrPartner', 'BetteAStevens', 'vicky_whedbee']"
549,BraveWheatPhoto,515,444,20702,2,"['AncestorsAlive', 'GrassrootsDNC']"
550,RWezenaar,1936,746,9679,0,[]
551,KnowSteaks,10311,10127,66307,0,[]
552,fenbranklin,852,565,43636,0,[]
553,NoellaYoshino,1000,1862,10520,6,"['NoellaYoshino', 'kuramekira', 'renpona', 'Noberg4', 'artistsgrim', 'DaiyouseiChan']"
554,LoonyMoonyProds,818,145,2633,0,[]
555,ADHDre_,122,146,9977,1,['hallsofeternity']
556,XLGBTQCOIN,8,2024,70,142,"['LongasaGrace', 'vlicoach14', 'Luke71917957', 'OHKA350', 'AlavaJhonan', 'xckiel', 'Dmitry_Kovach', 'Thepalepastel', 'aria_wintle', 'vtuskan', 'mario82256825', 'JennilynFlore18', 'JennycaTelan', 'falan_luthers', 'swimfun_207', 'Kelcia68709879', 'midnytstormcoin', 'CarbajosaWarren', '950mJ3QSuxVxErs', 'AMMCrypto']"
557,esm517,3734,2642,17640,27,"['esm517', 'ReadingAlNight', 'GullionKrieg', 'miamibeachPI', 'W_Angels_Wings', 'RJWriter2', 'depp1fan', 'cpbrownnarrator', 'uusaint', 'CazVincent', 'Publishquest', 'jgmacleodauthor', 'debemmitt', 'AmericanBadOZ', 'Natalie74440094', 'jackusmarkle15', 'LisaDMeyer', 'chduts', 'KruseGowerWrite', 'SuperStacey318']"
558,EqualityFed,1173,3967,9252,2,"['ACLUSouthDakota', 'DanRafter']"
559,TheBookBandits1,174,324,4573,0,[]
